Member ID,node
jrrfs_enkf_make_ics_mem014,2
jrrfs_enkf_make_lbcs_09_mem011,1
jrrfs_enkf_make_lbcs_08_mem019,1
jrrfs_enkf_make_ics_mem007,2
jrrfs_enkf_make_lbcs_07_mem006,1
jrrfs_enkf_blend_ics_mem008,1
jrrfs_enkf_make_ics_mem001,2
jrrfs_enkf_make_lbcs_00_mem016,1
jrrfs_enkf_make_lbcs_02_mem012,1
jrrfs_enkf_make_lbcs_09_mem002,1
jrrfs_enkf_make_lbcs_00_mem003,1
jrrfs_enkf_make_lbcs_10_mem025,1
jrrfs_enkf_make_lbcs_05_mem026,1
jrrfs_enkf_make_lbcs_01_mem004,1
jrrfs_enkf_make_lbcs_07_mem020,1
jrrfs_enkf_make_lbcs_11_mem007,1
jrrfs_enkf_make_lbcs_08_mem018,1
jrrfs_enkf_make_lbcs_07_mem030,1
jrrfs_enkf_make_lbcs_06_mem020,1
jrrfs_enkf_make_lbcs_10_mem016,1
jrrfs_enkf_make_lbcs_04_mem013,1
jrrfs_enkf_make_lbcs_05_mem003,1
jrrfs_enkf_make_lbcs_02_mem016,1
jrrfs_enkf_make_lbcs_06_mem015,1
jrrfs_enkf_make_lbcs_04_mem018,1
jrrfs_enkf_blend_ics_mem009,1
jrrfs_enkf_make_lbcs_05_mem009,1
jrrfs_enkf_make_ics_mem025,2
jrrfs_enkf_make_lbcs_10_mem029,1
jrrfs_enkf_make_lbcs_00_mem025,1
jrrfs_enkf_make_lbcs_03_mem001,1
jrrfs_enkf_make_lbcs_07_mem004,1
jrrfs_enkf_make_lbcs_10_mem028,1
jrrfs_enkf_make_lbcs_11_mem024,1
jrrfs_enkf_make_lbcs_10_mem006,1
jrrfs_enkf_make_lbcs_07_mem015,1
jrrfs_enkf_make_lbcs_00_mem011,1
jrrfs_enkf_make_lbcs_08_mem020,1
jrrfs_enkf_make_lbcs_02_mem003,1
jrrfs_enkf_make_lbcs_05_mem025,1
